"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1755840","PS 150023","20/02/2015","30000.00","40000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755840/","UK Shared Business Services Ltd.","mike.marston@uksbs.co.uk","Office fit out for Green Investment Bank offices in Edinburgh","Having recently fitted out its Edinburgh office, the Green Investment Bank is now looking to expand into c.1,000 sq. ft. of unoccupied floor plate. This area will be fitted out to form part of the open plan office area and will accommodate extra des","Below OJEU: Contract","United Kingdom","Open","20/02/2015","45000000|45400000|45420000|45421000|45421100|45421152|45200000|45213150|45421141|45451000|45453100|45310000|44112310","17",
"1755839","0325","20/02/2015","320000.00","320000.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1755839/","Wakefield Council","reddie@wakefield.gov.uk","Mobility Assessments for Blue Badges","Wakefield Council is reshaping the current assessment process for assessing eligibility for a Blue Badge; moving away from requesting information from an applicant&#39;s GP and instead offering independent mobility assessments by a trained health pr","Below OJEU: Contract","Yorkshire and The Humber","Open","20/02/2015","85000000|85100000|85140000","0",
"1755843","0325","20/02/2015","320000.00","2000000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755843/","Wakefield Council","reddie@wakefield.gov.uk","Mobility Assessments for Blue Badges","Wakefield Council is reshaping the current assessment process for assessing eligibility for a Blue Badge; moving away from requesting information from an applicant&#39;s GP and instead offering independent mobility assessments by a trained health pr","Below OJEU: Contract","Yorkshire and The Humber","Open","20/02/2015","85000000|85100000|85140000","0",
"1755846","JV 02/15","20/02/2015","100000.00","150000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755846/","Research Sites Restoration Ltd","jonathan.vincent@research-sites.com","Removal and Reinstatement of BXXX Floor","RSRL requires: Remove Floor, Reinstate Floor to RSRL Design as per Technical Specification H02105057 (Civils Work Drawing Ground Floor Upgrade Nuclear Moves BXXX).","Below OJEU: Contract","Oxfordshire","Open","20/02/2015","45000000","0",
"1755847","1558","20/02/2015","21732.00","21732.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755847/","Liverpool City Council","lindy.molyneux@liverpool.gov.uk","Highway equipment and materials","Land referencing services for the North Liverpool Corridors Major Scheme-Dualling phase 5 and 6 of the A565; Great Howard St.","Below OJEU: Contract Award","Liverpool","Published","20/02/2015","71500000","0",
"1755848","3637944","20/02/2015","28913.80","28913.80","Live","http://data.gov.uk/data/contracts-archive/contract/1755848/","","minorworkssouth@noms.gsi.gov.uk","Replace 2 Boilers at HMP Cookham Wood","Replace two boilers at HMP Cookham Wood","Published Contract Doc Set","Kent","Published","20/02/2015","45331110","1",
"1755844","ACT/04227","20/02/2015","6461395.00","6461395.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755844/","","chris.frost468@mod.uk","Falcon Steady State Training","A five-year contract with options to extend for a further two years. ","Published Contract Doc Set","Dorset and Somerset","Published","20/02/2015","80510000|80660000","1",
"1755852","RA172237","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755852/","Shropshire Healthcare Procurement Service","Andrea.phillips9@nhs.net","X-ray Contrast Media Consumables","Competition Title : X-ray Contrast Media Consumables<br>
Competition Notes : Please provide a quote for the item listed, prices to remain fixed for a period of 2 years and we expect carriage to be free of charge please indicate if this is not possi","Below OJEU: Contract","Bowbrook ","Open","20/02/2015","33000000","0",
"1755850","21786","20/02/2015","20810.00","20810.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755850/","","procurement@defra.gsi.gov.uk","MMO - Provision of Searider Boarding Procedures Training ","Provision of Searider Boarding Procedures Training (Boatability) to the Marine Management Organisation
","Published Contract Doc Set","United Kingdom","Published","20/02/2015","71600000","2",
"1755853","ITT 2425","20/02/2015","470208.00","470208.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755853/","","TransparencySGRM@highways.gsi.gov.uk","FICT Programme Hardware - Lenovo Laptops","Provision of FICT Programme Hardware (800 x Lenovo Laptops) procured from the Crown Commercial Services (CCS) RM1054 Framework Agreement - Technology Products (Lot 1).
","Published Contract Doc Set","England","Published","20/02/2015","72000000|30230000","1",
"1752361","4500049322","20/02/2015","15000.00","15000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1752361/","","procurement@ukho.gov.uk","UKHO Outplacement Support","Outplacement support for the UKHO","Published Contract Doc Set","Taunton Deane","Published","20/02/2015","80000000","0",
"1755854","RM5242 SO8655","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755854/","Crown Commercial Service (Newport)","supplier@ccs.gsi.gov.uk","Street Works Lane Rental Evaluation Research","Please see Draft Specification","Below OJEU: Tentative","United Kingdom","Open","20/02/2015","73000000","2",
"1755858","FO0317","20/02/2015","194162.00","194162.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755858/","","procurement@defra.gsi.gov.uk","Provision of SUSDIET: Implementing Sustainable Diets in Europe (Topic 3)","Provision of SUSDIET: Implementing Sustainable Diets in Europe (Topic 3)","Published Contract Doc Set","United Kingdom","Published","20/02/2015","73000000","1",
"1755861","SWCSU/NHSSWCSU/00000035/2015","20/02/2015","9000.00","12000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755861/","South West Commissioning Support Unit","john.gibbs@swcsu.nhs.uk","Bristol CCG - Evaluation of intensive Bristol Positive Behaviour Support services for learning disabled children with complex behaviour challenges","To evaluate the outcomes delivered by Bristol intensive positive behaviour support (PBS) services supporting learning disabled children with complex challenging behaviour in home, community and school settings. Key areas for the evaluation to addres","Below OJEU: Contract","Cabot","Open","20/02/2015","73000000|73200000|73210000|79419000","0",
"1755860","4500049350","20/02/2015","24650.00","24650.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755860/","","procurement@ukho.gov.uk","UKHO Passage Planning Agile Cloud Development","procurement of an agile development capability to deliver passage planning via cloud environment","Published Contract Doc Set","Taunton Deane","Published","20/02/2015","72212324","1",
"1755862","4500049314","20/02/2015","19400.00","19400.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755862/","","procurement@ukho.gov.uk","UKHO Lisp Programming Assistance","Production of a number of scripting changes to assist publication production improvements","Published Contract Doc Set","Taunton Deane","Published","20/02/2015","72212310","1",
"1755868","QU0581","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755868/","Housing &amp; Community ","Dalicja.Markiewicz@milton-keynes.gov.uk","Refurbishment Works at 72 & 74 Weston Road, Olney","72 &amp; 74 Weston Road, Olney - Refurbishment and repair works, re-roofing and external insulation works to single storey rear bathrooms.","Below OJEU: Contract","Campbell Park","Open","20/02/2015","45453100","0",
"1755867","QU0581","20/02/2015","0.00","0.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1755867/","Housing &amp; Community ","Dalicja.Markiewicz@milton-keynes.gov.uk","Refurbishment Works at 72 & 74 Weston Road, Olney","72 &amp; 74 Weston Road, Olney - Refurbishment and repair works, re-roofing and external insulation works to single storey rear bathrooms.","Below OJEU: Contract","Campbell Park","Open","20/02/2015","45453100","0",
"1755865","4500049346","20/02/2015","15000.00","15000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755865/","","procurement@ukho.gov.uk","UKHO IT Environment Refresh Security Advice","Security and assurance advice on planned IT refresh","Published Contract Doc Set","Taunton Deane","Published","20/02/2015","90714600","1",
"1755873","JFC9a/00001","20/02/2015","0.00","48000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755873/","","uhobbs.hq@defenceacademy.mod.uk","CAEN Digitiser System","The vendor is required to provide a 56 channel V1724G-based 14-bit CAEN Digitiser System in a VME crate.
","Published Tender Doc Set","Portsmouth","Published","20/02/2015","34999100","3",
"1755880","2014/SLC/187","20/02/2015","1000000.00","5000000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755880/","Student Loans Company","jennifer_dickson@slc.co.uk","GB-Glasgow: Hillington Office Refurbishment Works","The project comprises the refurbishment and fit out of an existing office building at 11 Carnegie Road, Hillington. Works will include, but are not limited to, the stripping out of existing finishes and services. All to be replaced with new includin","Below OJEU: Contract","Glasgow City","Open","20/02/2015","45453100","0",
"1705696","083-2014","20/02/2015","208910.00","208910.00","Live","http://data.gov.uk/data/contracts-archive/contract/1705696/","","","Research in connection with the CMA’s Retail Banking Market Investigation","Provision of Market survey in relation to the CMA&#39;s Banking review.","Published Contract Doc Set","London","Published","20/02/2015","79310000","3",
"1755882","0083","20/02/2015","130000.00","130000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755882/","Birmingham Community Healthcare","andrew.mouatt@bhamcommunity.nhs.uk","BCHC-14-0033 - Catering Equipment for Birmingham Dental Hospital and School of Dentistry","The Trust in partnership with the University of Birmingham&#39;s School of Dentistry (UoB) has a requirement for the Supply, Installation and Servicing of Catering Equipment for Birmingham Dental Hospital and School of Dentistry. The Trust is seekin","Published Tender Doc Set","Nechells","Published","20/02/2015","39310000","0",
"1755881","CR150015ESRC","20/02/2015","0.00","50000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755881/","UK Shared Business Services Ltd.","research@uksbs.co.uk","UK SBS CR150015ESRC Evaluation of the Transformative Research Scheme","The ESRC is commissioning a two-phase evaluation of the Transformative Research Scheme. The combined aims of the evaluation are to: • determine the extent to which the Scheme has funded research that is truly transformative; • analyse the operationa","Below OJEU: Contract","Swindon","Open","20/02/2015","79310000|79300000|79312000|79342000","5",
"1755886","P421","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755886/","West Berkshire Council","","Berkshire 2014 Strategic Housing Market Assessment (SHMA) ","
<p>This is a Contract Award Notice. The Berkshire Unitary Authorities are jointly commissioning housing evidence to underpin the preparation of new Local Plans. The Thames Valley Local Enterprise Partnership is a partner in this project.</p>
<p>T","Below OJEU: Contract Award","Berkshire","Published","20/02/2015","79400000|79413000","0",
"1755888","467","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755888/","Centre for Process Innovation Limited","e-tendering@uk-cpi.com","CPI Tender 467 - Supply, installation & commissioning of a Planetary Centrifugal Mixer","
<p>To submit a tender for the Supply, Installation and Commissioning of a planetary centrifugal mixer including packing, shipping, delivery and training of users. The supply of consumables / spare and replacement parts is also to be included in th","Below OJEU: Contract","Durham CC","Open","20/02/2015","42996400","0",
"1755890","469","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755890/","Centre for Process Innovation Limited","e-tendering@uk-cpi.com","CPI Tender 469 - Supply, installation & commissioning of a Particle Size Analyser for Zeta Potential","
<p>To submit a tender for the supply, installation and commissioning of a Particle Size Analyser for Zeta Potential Measurement, including packing, shipping, delivery and training of users. The supply of consumables and spare and replacement parts","Below OJEU: Contract","Durham CC","Open","20/02/2015","38300000|38424000","0",
"1755887","HH0323","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755887/","Herefordshire Housing Limited","swilliams@hhl.org.uk","Pitched Roofing Works - Hinton","
<p>The work for this project comprises of carrying out pitched roofing improvements (tiles, battens and roofing membrane) to houses in the Hinton area, along with new UPVC fascia, soffits and replacement guttering and downpipes.</p>
<p>The houses","Below OJEU: Contract","Herefordshire, County of","Open","20/02/2015","45260000","10",
"1755889","468","20/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755889/","Centre for Process Innovation Limited","e-tendering@uk-cpi.com","CPI Tender 468 - Supply, installation & commissioning of an Agitator Bead Mill","
<p>To submit a tender for the supply, installation and commissioning of an Agitator Bead Mill, including packing, shipping, delivery and training of users. The supply of consumables and spare and replacement parts is also to be included in the sco","Below OJEU: Contract","Durham CC","Open","20/02/2015","42623000|42900000","0",
"1755884","OS-DNWA-9TWMT2","20/02/2015","100000.00","130000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755884/","Royal Berkshire Fire &amp; Rescue Service","tender@rbfrs.co.uk","Grounds Maintenance and associated works ","The Contract will include hedge maintenance, grass cutting, shrub and border maintenance; leaf raking and removal; litter clearance and some minor tree management. There will be a need for management of some woodland and an SSI. The ability to deal ","Below OJEU: Contract","Berkshire, Buckinghamshire and Oxfordshire","Open","20/02/2015","77342000|77341000|77340000|77314000|77312000|77300000|77000000","0",
"1755891","Dstl.AGR/R/WEAP/01","20/02/2015","4500000.00","10000000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755891/","","dstlrcloud@dstl.gov.uk","Dstl R-Cloud Weapons capability ","The is a low barrier to entry framework agreement seeking engagement with SMEs and academia as well as traditional defence contractors. please go to www.contracts.mod.uk, register and then using the response manager use access code 44UYDNPYZQ to see","Published Tender Doc Set","South East","Published","20/02/2015","73000000","0",
"1740929","Benefactors","22/02/2015","2817895.00","2817895.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740929/","The University of Warwick","m.l.hughes@warwick.ac.uk","Benefactors Refurbishment Works 2014","The complete refurbishment of the Benefactors building, consisting of full strip of existing construction back to the structural shell, which will include mechanical &amp; electrical installations. The building will then be refurbished to provide gr","Below OJEU: Contract Award","Coventry","Published","22/02/2015","45453100","0",
"1755822","AC-02-15-BPMCONSULT-SR","22/02/2015","80000.00","100000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755822/","The University of Warwick","a-m.o.cooper@warwick.ac.uk","BPM Consultancy","Please refer to http://in-tendhost.co.uk/universityofwarwick for further information. You will be able to download the full tender documents from this site. Any queries in relation to this requirement should be directed to the University of Warwick ","Below OJEU: Contract","Coventry","Open","22/02/2015","79341100|72600000|72000000|72200000|72246000","0",
"1752352","P0088","23/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1752352/","NHS West and South Yorkshire &amp; Bassetlaw Commissioning Support Unit (WSYBCSU)","","NHS Wakefield CCG Community Low Vision Aid Services AQP","In securing services from AQP Providers, NHS Wakefield CCG requires assurance of competence, quality and safety standards, just as it would for services secured under a formal tender process. Any provider will be eligible to apply for this AQP subje","Below OJEU: Contract","West Yorkshire","Open","23/02/2015","85000000|85100000","0",
"1759649","CU2475","23/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759649/","Resources, Finance HR and Governance ","ruth.holt@milton-keynes.gov.uk","Printing for Elections and Electoral Registration 2015/2018","The Elections contract will cover printing and postage for all local and national elections. The Registration contract will cover printing and postage for the annual canvass of the Register and on-going printing and postage including the annual post","Below OJEU: Contract","Walton Park","Open","23/02/2015","22000000|22821000","0",
"1755817","RYTA270215","20/02/2015","10000.00","30000.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1755817/","Environment Agency ","","River Yeo & tributaries Channel Survey","Contract for 400 river channel cross sections on the River Yeo and its associated tribrutaries in Somerset. The survey is for river modelling and will comprise cross sections of structures and open channel sections.","Below OJEU: Contract","United Kingdom","Open","23/02/2015","79311000|71355000","0",
"1755795","PRN020/02/2015","20/02/2015","0.00","80000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1755795/","Low Carbon Contracts Company","","Extension of Website Functionality","We are looking for proposals to deliver further development of the existing web functionality for the Low Carbon Contracts Company Ltd (“LCCC”) and Electricity Settlements Company Ltd (“ESC”) sites, both of which became operational on 1 August 2014.","Below OJEU: Contract","London","Open","23/02/2015","72420000|72000000","2",
"1759651","PRN020/02/2015","23/02/2015","0.00","80000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759651/","Low Carbon Contracts Company","","Extension of Website Functionality","We are looking for proposals to deliver further development of the existing web functionality for the Low Carbon Contracts Company Ltd (“LCCC”) and Electricity Settlements Company Ltd (“ESC”) sites, both of which became operational on 1 August 2014.","Below OJEU: Contract","London","Open","23/02/2015","72420000|72000000","3",
"1759653","RYTA270215","23/02/2015","10000.00","30000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759653/","Environment Agency ","timothy.anderson@environment-agency.gov.uk","River Yeo & tributaries Channel Survey","Contract for 400 river channel cross sections on the River Yeo and its associated tribrutaries in Somerset. The survey is for river modelling and will comprise cross sections of structures and open channel sections.","Below OJEU: Contract","United Kingdom","Open","23/02/2015","79311000|71355000","0",
"1759652","RM5080 SB8002 ","23/02/2015","217082.99","217082.99","Live","http://data.gov.uk/data/contracts-archive/contract/1759652/","","Spot.Buying@CCS.gsi.gov.uk","RM5080 SB8002 Provision of SAN Refresh Contract","Home Office Technology, Police Live Services (HOT, PLS) currently have a number of storage arrays that form a vital part of the organisations core infrastructure. This infrastructure is used for data storage and for hosting virtual environments usin","Published Contract Doc Set","United Kingdom","Published","23/02/2015","72000000","2",
"1759655","LSBU15/0051","23/02/2015","10000.00","113000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759655/","Ministry of Defence, DSG","farida.mansurali@dsg.mod.uk","GB-Telford: LSBU15/0051","The Authority wishes to advertise for expressions of interest for the supply of: Multifunctional Installation Tester, Part Number: Fluke 165B, NSN: 6625-99-4843565. Articles are to be supplied complete with Operating Instructions and ISO Calibration","Below OJEU: Contract","Telford and Wrekin","Open","23/02/2015","38540000","0",
"1752351","2836","23/02/2015","63000.00","63000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1752351/","","mail@homesandcommunities.co.uk","Pllot 6 T54 - Agency & Valuation Services ","To undertake the requisite preliminary work and make planning applications, so that HCA&#39;s land at Plot 6, T54, Telford (see Annex 1) can be disposed of in a single tranche, for development to accommodate a large footprint business occupier.","Published Contract Doc Set","Telford and Wrekin","Published","23/02/2015","70000000|70330000","3",
"1752350","2830","23/02/2015","268901.88","268901.88","Live","http://data.gov.uk/data/contracts-archive/contract/1752350/","","mail@homesandcommunities.co.uk","Reclamation Work - Aston","Contractor to undertake site reclamation works at the Advanced Manufacturing Hub, Serpentine, Aston, Birmingham. The Contract Terms shall be NEC 3 Option A.","Published Contract Doc Set","Birmingham","Published","23/02/2015","45112330","1",
"1759654","4070110448","23/02/2015","0.00","10000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759654/","","finance@uksbs.co.uk","Contribution to construction work for new lab IT - 4070110448","Contribution to construction work to install new IT lines","Published Tender Doc Set","Didcot Park","Published","23/02/2015","45210000","1",
"1755798","Early Years/SN","23/02/2015","400000.00","400000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755798/","Southampton City Council","simon.newby@southampton.gov.uk","Support to early years providers incorporating a framework agreement for short term childcare provision","This service is to support the LA in meeting its statutory responsibility to provide advice, information and guidance to all early years providers and to provide specific support to those providers judged as requiring improvement or inadequate by Of","Below OJEU: Contract","Southampton","Open","23/02/2015","85312110|85311300|85300000|85100000|85000000","0",
"1759643","EC09/01/2079","23/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759643/","Southampton City Council","simon.newby@southampton.gov.uk","Provision and Management of a High Quality Christmas Festival in the City Centre","The Concession is for the provision and management of a high quality Christmas Festival (the “Festival”) to be held in the city centre in November and December 2015 at the times and on the dates more specifically prescribed in the Services Specifica","Below OJEU: Contract","Southampton","Open","23/02/2015","79956000|79953000|79952000|79950000|55900000","0",
"1731227","EC09/01/2079","02/02/2015","0.00","0.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1731227/","Southampton City Council","simon.newby@southampton.gov.uk","Provision and Management of a High Quality Christmas Festival in the City Centre","The Concession is for the provision and management of a high quality Christmas Festival (the “Festival”) to be held in the city centre in November and December 2015 at the times and on the dates more specifically prescribed in the Services Specifica","Below OJEU: Contract","Southampton","Open","23/02/2015","79956000|79953000|79952000|79950000|55900000","0",
"1752345","2827","23/02/2015","173500.00","173500.00","Live","http://data.gov.uk/data/contracts-archive/contract/1752345/","","mail@homesandcommunities.co.uk","Daedalus - Dry Rot Remediation","Dry rot remediation. Works on listed buildings in waterfront at Daedalus, Charke Lane, Lee-On-Solent, Hampshire.","Published Contract Doc Set","Hampshire and Isle of Wight","Published","23/02/2015","71315000","1",
"1750403","2831","23/02/2015","9314731.00","9314731.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750403/","","mail@homesandcommunities.co.uk","Capitol Park Spine Road Phase 2","Construction of phase 2 spine road and associated infrastructure works at Capitol Park, Goole.","Published Contract Doc Set","Goole South","Published","23/02/2015","45000000","1",
"1750397","2835","23/02/2015","14850.00","14850.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750397/","","mail@homesandcommunities.co.uk","Eastway - DPP2 Residential Land Disposal ","To provide an initial market appraisal report of the residential and employment sites, advising of current market conditions, likely levels of interest, potential sales vales and likely delivery timeframes.","Published Contract Doc Set","Preston","Published","23/02/2015","70000000|70330000","3",
"1750396","2834","23/02/2015","18250.00","18250.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750396/","","mail@homesandcommunities.co.uk","Mersea Homes North Colchester ","“Property Advisors” to provide property appraisal support for the due diligence phase of current HCA-I investment programmes including Builders Finance Fund, Large Sites Infrastructure Fund, Local Growth Fund (Housing Infrastructure) and Estate Rege","Published Contract Doc Set","England","Published","23/02/2015","70000000|70330000","3",
"1759658","RM919 L6 A009","23/02/2015","30000.00","30000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759658/","","TransparencySGRM@highways.gsi.gov.uk","GPS RM919 Legal Framework Lot 6 General Commercial ","Commercial legal advice &amp; support to support development of replacement of contract for the current Severe Weather Information Services.","Published Contract Doc Set","England","Published","23/02/2015","79100000","1",
"1759657","RM1043 DSF01-149","23/02/2015","0.00","0.01","Live","http://data.gov.uk/data/contracts-archive/contract/1759657/","Crown Commercial Service","ICT_Services@ccs.gsi.gov.uk","RM1043 Digital Services - DVLA Strategic Card Payments Project","DVLA’s Strategic Card Payments project sits within our Strategic Transform portfolio, which has the key focus of transforming the delivery of digital services and promoting a standardised ICT landscape. DVLA’s existing ICT estate is characterised by","Below OJEU: Contract","United Kingdom","Open","23/02/2015","72000000","6",
"1750391","2823","23/02/2015","32627.00","32627.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750391/","","mail@homesandcommunities.co.uk","Mineshaft technical detail and Bill of Works ","To build on previous instruction regarding remediation of Trevenson Shaft on the Trevenson Gateway site, establish detailed design and specification, secure priced bill of works and also provide technical advice on noise impact of the shaft withposs","Published Contract Doc Set","Cornwall","Published","23/02/2015","71000000|71300000|70000000|90713000|71311220|71313000|71410000|71400000|71351914|70330000|71310000","3",
"1759661","0000000093","23/02/2015","80000.00","100000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759661/","National Heritage Memorial Fund","","outputs data surveys","1.3 We are inviting proposals to undertake the continued delivery of: • A self-completion questionnaire used by projects to record their compliance with the terms of their grant contracts. • A second questionnaire filled in by applicants which allow","Below OJEU: Contract","United Kingdom","Open","23/02/2015","73110000","1",
"1750389","2820","23/02/2015","897945.00","897945.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750389/","","mail@homesandcommunities.co.uk","Demolition contract - Phase 2 Seacroft Hospital","These works are to completely demolish and remove from site the 24 buildings identified on the plan and listed below at Seacroft Hospital, York Road, Leeds. The demolition is to include the removal of tarmac hardstanding areas but maintaining access","Published Contract Doc Set","Leeds","Published","23/02/2015","45111100","1",
"1759664","RM1043 DSF01-190","23/02/2015","0.00","0.01","Live","http://data.gov.uk/data/contracts-archive/contract/1759664/","Crown Commercial Service","ICT_Services@ccs.gsi.gov.uk","RM1043 Digital Services - Children in Care portfolio","From April 2015, Section 96 of the Children and Families Act comes into effect which introduces new rights for young carers. This legislation extends the right to an assessment of young carers’ support needs to all children, under the age of 18, reg","Below OJEU: Contract","United Kingdom","Open","23/02/2015","72000000","4",
"1759660","2194","23/02/2015","912301557.50","912301557.50","Live","http://data.gov.uk/data/contracts-archive/contract/1759660/","","general.queries@justice.gsi.gov.uk","Contract for the Design, Construction, Management and Financing of a Custodial Service at HMP Forest Bank","This is a Contract between Her Majesty’s Principal Secretary of State for Justice (the Authority) and Agecroft Prison Management Limited (the Contractor). This contract covers the design, contruction, management and financing of the custodial servic","Published Contract Doc Set","Salford","Published","23/02/2015","75241000|75240000|75231240|75231230|75231220|75231210|75231200|75230000|66162000|50000000|45216113|45210000","2",
"1750347","2194","17/02/2015","912301557.50","912301557.50","Replaced","http://data.gov.uk/data/contracts-archive/contract/1750347/","","general.queries@justice.gsi.gov.uk","Contract for the Design, Construction, Management and Financing of a Custodial Service at HMP Forest Bank","This is a Contract between Her Majesty’s Principal Secretary of State for Justice (the Authority) and Agecroft Prison Management Limited (the Contractor). This contract covers the design, contruction, management and financing of the custodial servic","Published Contract Doc Set","Salford","Published","23/02/2015","75241000|75240000|75231240|75231230|75231220|75231210|75231200|75230000|66162000|50000000|45216113|45210000","3",
"1750384","2817","23/02/2015","432112.00","432112.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750384/","","mail@homesandcommunities.co.uk","Kingston Marine Park - Infrastructure Works","The works will include earthworks profiling (including soil stabilisation), installation of retaining structures (piled, reinforced earthwork, reinforced blockwork &amp; reinforced concrete), Public highway &amp; access works, new utility supplies, ","Published Contract Doc Set","Isle of Wight","Published","23/02/2015","71311300","1",
"1750387","2819","23/02/2015","155000.00","155000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750387/","","mail@homesandcommunities.co.uk","Demolition Works HPA blog Seacroft Hospital","The works are to completely demolish and remove from site the building known as the former Health Protection Agency (HPA) Building, at Seacroft Hospital, York Road, Leeds including removal of tarmac hardstanding areas but maintaining the access road","Published Contract Doc Set","Leeds","Published","23/02/2015","45111100","1",
"1750379","2808","23/02/2015","831216.00","831216.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750379/","","mail@homesandcommunities.co.uk","Helth and Safety repairs - Daedalus","Contract to carry out Health and Safety repair works to Sea Plane Square, Daedalus. Condition of contract are the JCT Intermediate Building Contract 2011 Edition.
","Published Contract Doc Set","Hampshire and Isle of Wight","Published","23/02/2015","71317200","1",
"1750380","2816","23/02/2015","82500.00","82500.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750380/","","mail@homesandcommunities.co.uk","Temple Quarter Enterprise Zone","Temple Quarter Enterprise Zone (Temple Quay 3) - predictive movement and connecticity modelling.","Published Contract Doc Set","Bristol, City of","Published","23/02/2015","45233160","1",
"1759663","ECM 2614","23/02/2015","38507.00","38507.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759663/","Public Health England","tim.purchase@phe.gov.uk","Supply and installation of Specialist Water Services","Supply and installation of Specialist Water Services associated with Laboratory refurbishments. Works associated with Design &amp; Build of Containment Level 2 Laboratory Refurbishment at Colindale","Below OJEU: Contract Award","Colindale","Published","23/02/2015","45453000|45332200","0",
"1750368","2807","23/02/2015","54737.00","54737.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750368/","","mail@homesandcommunities.co.uk","Whittingham Bats Phase 3 ","TEP&#39;s costs associated with monitoring the bats during the next phase of demolition on site.
","Published Contract Doc Set","Preston","Published","23/02/2015","70332100|70330000","2",
"1750364","2805","23/02/2015","40000.00","40000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750364/","","mail@homesandcommunities.co.uk","Marketing and Land Sales - Capitol Park","Advice on re-branding and marketing strategy as well as exit strategy, management etc. at Capitol Park, Goole.
","Published Contract Doc Set","East Riding of Yorkshire","Published","23/02/2015","70000000|70330000","3",
"1744681","BIG001-0454","23/02/2015","29760.00","29760.00","Live","http://data.gov.uk/data/contracts-archive/contract/1744681/","","procurement@biglotteryfund.org.uk","External Relations Databases (BIG001-0454)","Under the contract the Service Provider shall provide: (a) a Stakeholder Database to enable the Fund to record contact with external stakeholders and to more effectively manage contact with stakeholders across the UK. The database will help the Fund","Published Contract Doc Set","United Kingdom","Published","23/02/2015","72320000|48610000","1",
